Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met5742,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,94.743,1.95,44holes,edge0.0,0,837,0,392,2410,
Met5746,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,7.29,,,0,837,0.333,392,2410,
Met5748,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,1520.524,,,0,837,0.023,392,2410,
Met5749,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,153.346,,,0,837,0.027,392,2410,
Met5750,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,38.187,,,0,837,0.071,392,2410,
Met5751,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,34.072,,,0,837,0.05,392,2410,
Met5752,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,68.711,,,0,837,0.048,392,2410,
Met5753,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,124.505,,,0,837,0.025,392,2410,
Met5755,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,51.743,,,0,837,0.059,392,2410,
Met5756,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,92.712,3.351,5snp61holes,edge1.0,0.644,837,0.5,392,2410,
Met5757,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,10.986,,,0,837,0.25,392,2410,
Met5760,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,12.717,,,0,837,0.143,392,2410,
Met5761,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,28.149,,,0,837,0.063,392,2410,
Met5762,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,561.078,,,0,837,0.033,392,2410,
Met5764,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,318.489,,,0,837,0.026,392,2410,
Met5765,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,9.95,,edge2.0,0,837,0.333,392,2410,
Met5766,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,82.893,,,0,837,0.056,392,2410,
Met5770,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,19.6,,,0,837,0.143,392,2410,
Met5772,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,23.956,,,0,837,0.1,392,2410,
Met5774,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,47.81,,,0,837,0.077,392,2410,
Met5776,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,98.327,8.204,14holes,edge0.0,0,837,0.25,392,2410,
Met5780,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,195.227,,,0,837,0.12,392,2410,
Met5781,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,357.606,,,0,837,0.026,392,2410,
Met5782,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,35.588,,,0,837,0.108,392,2410,
Met5784,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,47.288,,,0,837,0.051,392,2410,
Met5789,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,69.624,,,0,837,0.056,392,2410,
Met5790,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,1697.193,,,0,837,0.034,392,2410,
Met5791,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,145.832,,,0,837,0.028,392,2410,
Met5793,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,99.164,5.232,1snp7holes,,0.12,837,0.333,392,2410,
Met5795,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,2570.822,,,0,837,0.027,392,2410,
Met5796,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,17.601,,,0,837,0.2,392,2410,
Met5797,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,10.06,,,0,837,0.286,392,2410,
Met5798,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,16.884,,,0,837,0.083,392,2410,
Met5799,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,144.243,,,0,837,0.036,392,2410,
Met5800,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,12.177,,edge2.0,0,837,0.2,392,2410,
Met5802,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,1528.926,,,0,837,0.026,392,2410,
Met5803,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,2635.9,,,0,837,0.023,392,2410,
Met5804,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,123.529,,,0,837,0.057,392,2410,
Met5806,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,222.31,,,0,837,0.04,392,2410,
Met5807,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,6.074,,,0,837,0.5,392,2410,
Met5808,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,166.594,,,0,837,0.032,392,2410,
Met5809,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,100,66.697,,,0,837,0.094,392,2410,
Met5815,CARD_v3.0.8_SRST2,StrB_AGly,strB.v1_2410,98.088,7.122,16holes,edge1.0,0,837,0.333,392,2410,
Met4834,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,5.18,,,0,840,0.333,338,2283,
Met4839,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,98.452,8.37,13holes,,0,840,0.2,338,2283,
Met4841,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,367.487,,,0,816,0.026,338,2284,
Met4842,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,6.458,,,0,816,0.25,338,2284,
Met4845,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,77.065,,,0,840,0.049,338,2283,
Met4846,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,9.66,,,0,840,0.25,338,2283,
Met4847,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,290.249,trun,,0,840,0.029,338,2283,
Met4849,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,88.805,,,0,816,0.053,338,2284,
Met4851,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,22.812,,,0,840,0.154,338,2283,
Met4852,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,98.69,4.341,11holes,edge0.0,0,840,0.5,338,2283,
Met4853,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,134.62,,,0,840,0.056,338,2283,
Met4854,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,13.209,,,0,840,0.2,338,2283,
Met4855,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,14.249,,edge1.0,0,840,0.143,338,2283,
Met4856,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,26.635,,,0,816,0.167,338,2284,
Met4858,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,313.213,trun,,0,840,0.029,338,2283,
Met4859,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,99.881,9.236,1holes,,0,840,0.143,338,2283,
Met4860,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,58.666,,,0,816,0.056,338,2284,
Met4861,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,225.353,,,0,840,0.041,338,2283,
Met4863,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,46.037,,,0,816,0.057,338,2284,
Met4867,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,32.524,,,0,840,0.091,338,2283,
Met4868,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,26.727,,,0,840,0.143,338,2283,
Met4870,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,31.561,,,0,840,0.125,338,2283,
Met4872,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,7.614,,,0,840,0.286,338,2283,
Met4873,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,409.328,,,0,816,0.029,338,2284,
Met4874,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,6.357,2snp,edge2.0,0.238,840,0.5,338,2283,
Met4875,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,23.528,,,0,840,0.1,338,2283,
Met4877,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,180.893,,,0,840,0.036,338,2283,
Met4878,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,21.365,,,0,840,0.087,338,2283,
Met4879,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,22.817,trun,,0,840,0.143,338,2283,
Met4880,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,91.071,,,0,840,0.048,338,2283,
Met4882,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,71.108,trun,,0,840,0.08,338,2283,
Met4886,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,81.012,trun,,0,840,0.053,338,2283,
Met4887,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,47.34,,,0,816,0.065,338,2284,
Met5656,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,27.133,,,0,840,0.091,338,2283,
Met5657,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,410.347,,,0,840,0.023,338,2283,
Met5659,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,90.357,3.579,81holes,edge2.0,0,840,0.5,338,2283,
Met5660,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,458.119,,,0,840,0.019,338,2283,
Met5661,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,28.31,,,0,840,0.162,338,2283,
Met5662,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,5.87,,,0,816,0.333,338,2284,
Met5663,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,27.012,,,0,816,0.083,338,2284,
Met5664,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,139.07,,,0,840,0.034,338,2283,
Met5665,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,84.215,,,0,840,0.09,338,2283,
Met5666,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,35.712,trun,,0,840,0.098,338,2283,
Met5667,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,96.31,4.826,31holes,depth4.826,0,840,0.5,338,2283,
Met5668,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,63.259,,,0,816,0.028,338,2284,
Met5669,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,394.666,,,0,840,0.019,338,2283,
Met5670,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,5.135,,,0,816,0.25,338,2284,
Met5673,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,25.389,trun,,0,840,0.111,338,2283,
Met5674,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,31.677,,,0,816,0.355,338,2284,
Met5675sub,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,21.68,,,0,840,0.1,338,2283,
Met5678,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,382.084,trun,,0,840,0.018,338,2283,
Met5679,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,4.98,,depth4.98,0,816,0.5,338,2284,
Met5680,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,457.225,,,0,816,0.018,338,2284,
Met5681,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,5.888,,edge1.0,0,840,0.5,338,2283,
Met5682,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,21.775,,,0,840,0.364,338,2283,
Met5685,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,97.672,2.744,19holes,depth2.744,0,816,0.5,338,2284,
Met5686,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,12.937,,,0,840,0.25,338,2283,
Met5687,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,88.345,trun,,0,840,0.049,338,2283,
Met5688,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,32.197,,,0,840,0.083,338,2283,
Met5690,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,26.61,trun,,0,840,0.077,338,2283,
Met5691,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,10.893,,,0,840,0.2,338,2283,
Met5692,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,5.353,,,0,840,0.143,338,2283,
Met5694,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,79.436,,,0,840,0.043,338,2283,
Met5696,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,62.096,,,0,840,0.039,338,2283,
Met5698,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,13.033,,,0,840,0.167,338,2283,
Met5699,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,61.363,,,0,840,0.041,338,2283,
Met5700,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,15.152,,,0,816,0.125,338,2284,
Met5701,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,1327.48,,,0,840,0.011,338,2283,
Met5702,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,90.357,7.041,81holes,,0,840,0.5,338,2283,
Met5703,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,38.954,trun,,0,840,0.1,338,2283,
Met5704,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,123.323,,,0,840,0.032,338,2283,
Met5705,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,324.755,,,0,840,0.025,338,2283,
Met5706,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,55.482,,,0,840,0.083,338,2283,
Met5707,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,8.119,,,0,840,0.286,338,2283,
Met5709,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,80.502,,,0,840,0.037,338,2283,
Met5712,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,988.337,,,0,840,0.02,338,2283,
Met5713,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,97.976,5.195,17holes,edge0.0,0,840,0.167,338,2283,
Met5714,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,14.224,,,0,840,0.125,338,2283,
Met5715,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,32.258,,,0,840,0.083,338,2283,
Met5717,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,41.144,,,0,840,0.073,338,2283,
Met5718,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,43.023,,,0,816,0.061,338,2284,
Met5720,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,47.325,,,0,840,0.063,338,2283,
Met5721,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,37.904,,,0,840,0.067,338,2283,
Met5722,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,161.321,,,0,840,0.02,338,2283,
Met5723,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,37.001,trun,,0,840,0.08,338,2283,
Met5724,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,14.283,,,0,816,0.222,338,2284,
Met5725,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,383.717,,,0,840,0.019,338,2283,
Met5726,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,6.597,,edge2.0,0,840,0.333,338,2283,
Met5727,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,1789.579,,,0,840,0.015,338,2283,
Met5728,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,22.074,trun,,0,840,0.25,338,2283,
Met5730,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,146.825,trun,,0,840,0.028,338,2283,
Met5731,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,15.315,,,0,840,0.1,338,2283,
Met5732,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,48.048,,,0,840,0.049,338,2283,
Met5734,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,488.541,,,0,816,0.036,338,2284,
Met5736,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,96.786,3.501,27holes,edge1.0,0,840,0.5,338,2283,
Met5737,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,506.772,trun,,0,840,0.016,338,2283,
Met5739,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,956.72,,,0,816,0.019,338,2284,
Met5740,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,645.85,trun,,0,840,0.026,338,2283,
Met5741,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,19.783,,,0,816,0.154,338,2284,
Met5742,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,53.461,,,0,816,0.054,338,2284,
Met5743,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,96.446,2.489,29holes,edge1.0,0,816,0,338,2284,
Met5746,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,152.252,,,0,816,0.024,338,2284,
Met5747,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,15.925,,,0,816,0.111,338,2284,
Met5748,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,294.272,,,0,840,0.021,338,2283,
Met5749,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,47.901,,,0,840,0.067,338,2283,
Met5750,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,567.05,,,0,816,0.017,338,2284,
Met5751,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,14.7,,,0,816,0.111,338,2284,
Met5752,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,54.241,,,0,816,0.06,338,2284,
Met5753,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,91.07,,,0,840,0.032,338,2283,
Met5754,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,161.147,,,0,816,0.031,338,2284,
Met5755,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,110.303,,,0,840,0.042,338,2283,
Met5762,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,227.228,,,0,840,0.028,338,2283,
Met5763,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,524.055,,,0,816,0.015,338,2284,
Met5764,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,383.331,,,0,840,0.016,338,2283,
Met5765,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,23.655,,,0,840,0.1,338,2283,
Met5766,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,263.69,,,0,840,0.018,338,2283,
Met5767,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,93.452,4.289,55holes,edge1.0,0,840,0.5,338,2283,
Met5769,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,64.34,,,0,816,0.04,338,2284,
Met5772,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,95.357,4.914,39holes,depth4.914,0,840,0.125,338,2283,
Met5773,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,93.04,,,0,840,0.031,338,2283,
Met5774,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,43.257,3snp,,0.368,816,0.209,338,2284,
Met5775,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,12.992,,,0,840,0.143,338,2283,
Met5776,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,214.474,,,0,840,0.017,338,2283,
Met5777,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,152.205,,,0,840,0.031,338,2283,
Met5780,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,1138.12,,,0,840,0.012,338,2283,
Met5781,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,957.024,,,0,840,0.012,338,2283,
Met5782,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,231.086,trun,,0,840,0.02,338,2283,
Met5783,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,92.381,4.748,64holes,edge0.0,0,840,0.333,338,2283,
Met5785,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,11.087,,edge2.0,0,840,0.2,338,2283,
Met5787,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,2245.804,,,0,816,0.014,338,2284,
Met5788,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,1677.551,,,0,816,0.015,338,2284,
Met5789,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,1503.037,,,0,840,0.017,338,2283,
Met5790,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,13.341,,,0,840,0.222,338,2283,
Met5791,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,3276.202,,,0,840,0.011,338,2283,
Met5796,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,10.58,,,0,840,0.25,338,2283,
Met5799,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,18.57,,,0,840,0.118,338,2283,
Met5800,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,2394.076,,,0,816,0.009,338,2284,
Met5801,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,215.733,,,0,816,0.029,338,2284,
Met5803,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,53.375,,,0,840,0.039,338,2283,
Met5804,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,3582.599,,,0,840,0.012,338,2283,
Met5805,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,194.309,trun,,0,840,0.034,338,2283,
Met5806,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,278.923,,,0,840,0.018,338,2283,
Met5807,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,15.331,,,0,840,0.167,338,2283,
Met5809,CARD_v3.0.8_SRST2,Sul_Sul,sul1_2283,100,331.532,,,0,840,0.021,338,2283,
Met5810,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,3.9,1snp,edge1.0,0.123,816,0.4,338,2284,
Met5815,CARD_v3.0.8_SRST2,Sul_Sul,sul2_2284,100,38.393,,,0,816,0.064,338,2284,
Met4832,CARD_v3.0.8_SRST2,TEM_Bla,TEM-10.v2_1706,96.864,4.659,1snp27holes,edge1.0,0.12,861,0.5,143,1706,
Met4834,CARD_v3.0.8_SRST2,TEM_Bla,TEM-54_1695,100,31.323,3snp,,0.348,861,0.227,143,1695,
Met4837,CARD_v3.0.8_SRST2,TEM_Bla,TEM-189_1647,90.825,3.176,3snp79holes,edge2.0,0.384,861,0.5,143,1647,
Met4839,CARD_v3.0.8_SRST2,TEM_Bla,TEM-183_1675,100,14.177,1snp,,0.116,861,0.111,143,1675,
Met4841,CARD_v3.0.8_SRST2,TEM_Bla,TEM-156_1642,99.884,745.398,1indel,,0,861,0.307,143,1642,
Met4842,CARD_v3.0.8_SRST2,TEM_Bla,TEM-26_1763,100,28.101,2snp,,0.232,861,0.5,143,1763,
Met4843,CARD_v3.0.8_SRST2,TEM_Bla,TEM-26_1763,100,5.61,2snp,,0.232,861,0.5,143,1763,
Met4845,CARD_v3.0.8_SRST2,TEM_Bla,TEM-189_1647,90.244,6.171,1snp84holes,,0.129,861,0.5,143,1647,
Met4846,CARD_v3.0.8_SRST2,TEM_Bla,TEM-26_1763,100,7.843,1snp,edge2.0,0.116,861,0.5,143,1763,
Met4847,CARD_v3.0.8_SRST2,TEM_Bla,TEM-143_1733,100,1372.848,1snp,,0.116,861,0.418,143,1733,
Met4849,CARD_v3.0.8_SRST2,TEM_Bla,TEM-150_1641,100,202.106,3snp,,0.348,861,0.446,143,1641,
Met4851,CARD_v3.0.8_SRST2,TEM_Bla,TEM-150_1641,100,19.681,1snp,,0.116,861,0.125,143,1641,
Met4853,CARD_v3.0.8_SRST2,TEM_Bla,TEM-144.v2_1735,100,1349.501,5snp,,0.581,861,0.492,143,1735,
Met4854,CARD_v3.0.8_SRST2,TEM_Bla,TEM-1_1667,100,283.922,1snp,,0.116,861,0.049,143,1667,
Met4855,CARD_v3.0.8_SRST2,TEM_Bla,TEM-219_1663,90.244,5.422,1snp84holes,edge0.0,0.129,861,0.5,143,1663,
Met4856,CARD_v3.0.8_SRST2,TEM_Bla,TEM-156_1642,100,7.908,1snp,edge2.0,0.116,861,0.5,143,1642,
Met4858,CARD_v3.0.8_SRST2,TEM_Bla,TEM-1_1667,100,233.456,2snp,,0.232,861,0.325,143,1667,
Met4860,CARD_v3.0.8_SRST2,TEM_Bla,TEM-150_1641,100,230.539,3snp,,0.348,861,0.44,143,1641,
Met4861,CARD_v3.0.8_SRST2,TEM_Bla,TEM-156_1642,100,483.556,1snp,,0.116,861,0.449,143,1642,
Met4863,CARD_v3.0.8_SRST2,TEM_Bla,TEM-150_1641,100,78.64,1snp,,0.116,861,0.165,143,1641,
Met4865,CARD_v3.0.8_SRST2,TEM_Bla,TEM-168_1745,97.329,6.045,1snp23holes,edge0.0,0.119,861,0.333,143,1745,
Met4867,CARD_v3.0.8_SRST2,TEM_Bla,TEM-168_1745,100,55.48,3snp,,0.348,861,0.491,143,1745,
Met4868,CARD_v3.0.8_SRST2,TEM_Bla,TEM-1_1667,100,39.114,2snp,,0.232,861,0.462,143,1667,
Met4872,CARD_v3.0.8_SRST2,TEM_Bla,TEM-54_1695,100,8.245,1snp,,0.116,861,0.333,143,1695,
Met4873,CARD_v3.0.8_SRST2,TEM_Bla,TEM-150_1641,100,694.471,1snp,,0.116,861,0.048,143,1641,
Met4875,CARD_v3.0.8_SRST2,TEM_Bla,TEM-54_1695,100,10.814,1snp,,0.116,861,0.2,143,1695,
Met4878,CARD_v3.0.8_SRST2,TEM_Bla,TEM-150_1641,100,24.633,1snp,,0.116,861,0.25,143,1641,
Met4879,CARD_v3.0.8_SRST2,TEM_Bla,TEM-106_1709,100,95.43,1snp,,0.116,861,0.44,143,1709,
Met4880,CARD_v3.0.8_SRST2,TEM_Bla,TEM-106_1709,100,876.225,1snp,,0.116,861,0.341,143,1709,
Met4882,CARD_v3.0.8_SRST2,TEM_Bla,TEM-189_1647,100,65.622,1snp,,0.116,861,0.456,143,1647,
Met4886,CARD_v3.0.8_SRST2,TEM_Bla,TEM-10.v2_1706,100,805.948,3snp,,0.348,861,0.499,143,1706,
Met4887,CARD_v3.0.8_SRST2,TEM_Bla,TEM-26_1763,100,305.643,1snp,,0.116,861,0.484,143,1763,
Met5657,CARD_v3.0.8_SRST2,TEM_Bla,TEM-150_1641,100,63.56,1snp,,0.116,861,0.462,143,1641,
Met5660,CARD_v3.0.8_SRST2,TEM_Bla,TEM-90_1681,100,12.058,1snp,,0.116,861,0.333,143,1681,
Met5661,CARD_v3.0.8_SRST2,TEM_Bla,TEM-1_1667,100,15.077,2snp,edge1.0,0.232,861,0.5,143,1667,
Met5662,CARD_v3.0.8_SRST2,TEM_Bla,TEM-10.v2_1706,100,19.949,1snp,,0.116,861,0.484,143,1706,
Met5663,CARD_v3.0.8_SRST2,TEM_Bla,TEM-1_1667,100,117.69,1snp,,0.116,861,0.365,143,1667,
Met5664,CARD_v3.0.8_SRST2,TEM_Bla,TEM-26_1763,100,233.032,1snp,,0.116,861,0.442,143,1763,
Met5665,CARD_v3.0.8_SRST2,TEM_Bla,TEM-154_1795,100,9.711,1snp,,0.116,861,0.444,143,1795,
