user_genome,domain,phylum,class,order,family,genus,species,Unique_ptid,site_specific,Survey_Period
Met5774_megahit_binning_out_concoct_bins_bin.40,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,33,Tw,1
Met5695_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,23,N,1
Met5774_megahit_binning_out_concoct_bins_bin.16,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,33,Tw,1
Met5656_megahit_binning_out_concoct_bins_bin.12,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,2,N,1
Met5784_megahit_binning_out_concoct_bins_bin.8,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,16,Tw,1
Met5795_megahit_binning_out_concoct_bins_bin.12,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,3,Fg,1
Met5747_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,4,N,3
Met8650_spades_binning_conconct_bins_bin.7,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,33,Fg,2
Met8657_spades_binning_conconct_bins_bin.7,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,33,Tw,3
Met5699_megahit_binning_out_concoct_bins_bin.49,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,53,Tw,1
Met5746_megahit_binning_out_concoct_bins_bin.10,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,14,Ic,3
Met8615_spades_binning_conconct_bins_bin.13,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,49,Tw,1
Met4843_bins_concoct_bins_bin.4.spades,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,23,Fg,2
Met8710_spades_binning_out_concoct_bins_bin.19,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,17,Ic,1
Met5790_megahit_binning_out_concoct_bins_bin.15,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,27,Fg,1
Met5676_megahit_binning_out_concoct_bins_bin.3,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,48,Fg,1
Met5680_megahit_binning_out_concoct_bins_bin.10,d__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Candida,Candida auris,14,An,1
Met4858_bins_concoct_bins_bin.8.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,28,N,3
Met8615_spades_binning_conconct_bins_bin.8,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,49,Tw,1
Met4843_bins_concoct_bins_bin.8.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,23,Fg,2
Met4843_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,23,Fg,2
Met5783_megahit_binning_out_concoct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,16,Fg,1
Met8726_spades_binning_out_concoct_bins_bin.21,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,39,Fg,2
Met5669_megahit_binning_out_concoct_bins_bin.25,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,28,N,1
Met8732_spades_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,1,Fg,2
Met8729_spades_binning_out_concoct_bins_bin.6,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,1,Tw,2
Met4875_megahit_binning_out_concoct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,53,Fg,3
Met4875_bins_concoct_bins_bin.4.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,53,Fg,3
Met8669_spades_binning_conconct_bins_bin.7,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,1,Fg,1
Met5771_megahit_binning_out_concoct_bins_bin.0,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,25,Ic,1
Met5739_megahit_binning_out_concoct_bins_bin.13,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia furfur,5,Fg,3
Met5777_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia globosa,49,N,1
Met5765_megahit_binning_out_concoct_bins_bin.20,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia globosa,13,Fg,1
Met5805_megahit_binning_out_concoct_bins_bin.13,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,18,N,1
Met8655_spades_binning_conconct_bins_unbinned,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,33,N,3
Met8687_spades_binning_out_concoct_bins_bin.12,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,32,Fg,1
Met8731_spades_binning_out_concoct_bins_bin.0,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,1,N,2
Met5801_megahit_binning_out_concoct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,26,N,1
Met8646_spades_binning_conconct_bins_bin.7,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,26,N,3
Met8609_spades_binning_conconct_bins_bin.0,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,40,Fg,3
Met7524_megahit_binning_out_concoct_bins_bin.6,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,54,N,3
Met4832_bins_concoct_bins_bin.19.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,35,N,2
Met7495_megahit_binning_out_concoct_bins_bin.6,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,27,N,2
Met8608_spades_binning_conconct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,40,Fg,2
Met4865_megahit_binning_out_concoct_bins_bin.3,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,23,N,3
Met5742_megahit_binning_out_concoct_bins_bin.15,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,5,N,3
Met8713_spades_binning_out_concoct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,41,Fg,1
Met5656_megahit_binning_out_concoct_bins_bin.13,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,2,N,1
Met8629_spades_binning_conconct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,12,N,3
Met5695_megahit_binning_out_concoct_bins_bin.12,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,23,N,1
Met8573_spades_binning_conconct_bins_bin.8,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,3,Fg,2
Met5682_megahit_binning_out_concoct_bins_bin.7,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,14,Tw,1
Met8644_spades_binning_conconct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,26,N,1
Met8715_spades_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,34,N,1
Met7513_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,11,N,3
Met5702_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,53,N,1
Met4839_megahit_binning_out_concoct_bins_bin.7,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,23,N,2
Met7523_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,54,N,2
Met4858_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,28,N,3
Met6294_megahit_binning_out_concoct_bins_bin.6,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,12,N,2
Met8628_spades_binning_conconct_bins_bin.15,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,12,N,1
Met5724_megahit_binning_out_concoct_bins_bin.12,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,4,N,2
Met4839_bins_concoct_bins_bin.11.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,23,N,2
Met7517_megahit_binning_out_concoct_bins_bin.16,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,53,N,2
Met5792_megahit_binning_out_concoct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,27,N,1
Met8640_spades_binning_conconct_bins_bin.10,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,18,N,2
Met8709_spades_binning_out_concoct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,17,N,1
Met5739_megahit_binning_out_concoct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,5,Fg,3
Met5675sub_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,48,N,1
Met8587_spades_binning_conconct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,16,N,2
Met5683_megahit_binning_out_concoct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,14,N,1
Met5777_megahit_binning_out_concoct_bins_bin.7,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,49,N,1
Met4865_bins_concoct_bins_bin.24.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,23,N,3
Met8607_spades_binning_conconct_bins_bin.8,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,40,Fg,1
Met5754_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,54,N,1
Met5673_megahit_binning_out_concoct_bins_bin.18,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,4,Ic,1
Met8624_spades_binning_conconct_bins_bin.8,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,12,Fg,3
Met4858_bins_concoct_bins_bin.27.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,28,N,3
Met8673_spades_binning_conconct_bins_bin.0,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,7,Fg,1
Met7486_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia restricta,15,N,1
Met5724_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,4,N,2
Met8643_spades_binning_conconct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,18,Tw,2
Met8619_spades_binning_conconct_bins_bin.6,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,3,Tw,3
Met4865_bins_concoct_bins_bin.7.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,23,N,3
Met8642_spades_binning_conconct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,18,Tw,1
Met8618_spades_binning_conconct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,3,Tw,2
Met7497_megahit_binning_out_concoct_bins_bin.3,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,27,Tw,2
Met4888_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,35,Tw,3
Met5805_megahit_binning_out_concoct_bins_bin.11,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,18,N,1
Met4865_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,23,N,3
Met5814_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,41,Tw,1
Met5710_megahit_binning_out_concoct_bins_bin.14,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,14,N,2
Met5784_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,16,Tw,1
Met7517_megahit_binning_out_concoct_bins_bin.10,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,53,N,2
Met6294_megahit_binning_out_concoct_bins_bin.15,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,12,N,2
Met5683_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,14,N,1
Met8633_spades_binning_conconct_bins_bin.6,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,16,Tw,2
Met5721_megahit_binning_out_concoct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,2,N,2
Met5793_megahit_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,27,Tw,1
Met4839_megahit_binning_out_concoct_bins_bin.17,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,23,N,2
Met5758_megahit_binning_out_concoct_bins_bin.3,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,6,Tw,1
Met8715_spades_binning_out_concoct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,34,N,1
Met8640_spades_binning_conconct_bins_bin.9,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,18,N,2
Met4888_bins_concoct_bins_bin.0.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,35,Tw,3
Met5798_megahit_binning_out_concoct_bins_bin.7,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,3,Tw,1
Met5656_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,2,N,1
Met5783_megahit_binning_out_concoct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,16,Fg,1
Met5702_megahit_binning_out_concoct_bins_bin.22,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,53,N,1
Met5695_megahit_binning_out_concoct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,23,N,1
Met5757_megahit_binning_out_concoct_bins_bin.17,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,6,Fg,1
Met4839_bins_concoct_bins_bin.9.spades,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,23,N,2
Met5756_megahit_binning_out_concoct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,22,Tw,1
Met5751_megahit_binning_out_concoct_bins_bin.0,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,4,Tw,3
Met5671_megahit_binning_out_concoct_bins_bin.0,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,4,Tw,1
Met8637_spades_binning_conconct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,18,Fg,3
Met8641_spades_binning_conconct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,18,N,3
Met8729_spades_binning_out_concoct_bins_bin.1,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,1,Tw,2
Met5726_megahit_binning_out_concoct_bins_bin.10,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia slooffiae,4,Tw,2
Met8640_spades_binning_conconct_bins_bin.11,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,18,N,2
Met6292_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,39,Bu/To,2
Met6291_megahit_binning_out_concoct_bins_bin.2,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,33,N,2
Met7508_megahit_binning_out_concoct_bins_bin.17,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,11,N,1
Met6294_megahit_binning_out_concoct_bins_bin.5,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,12,N,2
Met5801_megahit_binning_out_concoct_bins_bin.7,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,26,N,1
Met5702_megahit_binning_out_concoct_bins_bin.16,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,53,N,1
Met8628_spades_binning_conconct_bins_bin.17,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,12,N,1
Met8644_spades_binning_conconct_bins_bin.4,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,26,N,1
Met8707_spades_binning_out_concoct_bins_bin.11,d__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,Malassezia sp.,6,N,1
